license_number,company_name,company_dba,license_classification,issued_date,naics_code,naics_name,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu
LGB-152699-2020,CARNICERIA Y TIENDA EL PRO #14,,Retail Trade,2025-02-11 15:05:16,424410,General Line Grocery Merchant Wholesalers,,1460,BOULEVARD,ST,NE,,ATLANTA,GA,30315,1460 BOULEVARD ST ATLANTA GA 30315,"1460 Boulevard SE, Atlanta, Georgia, 30315",-84.36831639,33.71436624,FALSE,1,W
LGB-054842-2020,CARNICERIA Y TIENDA EL PROGRES,,Retail Trade,2025-02-08 16:07:38,424410,General Line Grocery Merchant Wholesalers,,199,CLEVELAND,AVE,SW,,ATLANTA,GA,30315,199 CLEVELAND AVE ATLANTA GA 30315,"199 Cleveland Ave SW, Atlanta, Georgia, 30315",-84.39555397,33.68144544,TRUE,12,Z
LGB-188995-2020,CORNER CONVENIENCE STORE,,Retail Trade,2025-02-25 23:10:55,424410,General Line Grocery Merchant Wholesalers,,142,JOSEPH E LOWERY,BLVD,SW,,ATLANTA,GA,30314,142 JOSEPH E LOWERY BLVD ATLANTA GA 30314,"142 Joseph E Lowery Blvd SW, Atlanta, Georgia, 30314",-84.41731096,33.750889,FALSE,District 4,T
LGB-117018-2020,DAWA,,Retail Trade,2025-02-11 15:10:30,424410,General Line Grocery Merchant Wholesalers,,632,MCDONALD,ST,SE,,ATLANTA,GA,30312,632 MCDONALD ST ATLANTA GA 30312,"632 McDonald St SE, Atlanta, Georgia, 30312",-84.36688602,33.74623101,FALSE,5,W
LGB-182989-2020,DIAMOND RDA INC,,Retail Trade,2025-02-15 18:46:20,424410,General Line Grocery Merchant Wholesalers,,325,RALPH D ABERNATHY,BLVD,SW,,ATLANTA,GA,30312,325 RALPH D ABERNATHY BLVD ATLANTA GA 30312,"325 Ralph David Abernathy Blvd SW, Atlanta, Georgia, 30312",-84.39860163,33.73724569,TRUE,District 4,V
LGB-064257-2020,DYAN'S FOOD-VARIETY SHOP,,Retail Trade,2025-01-21 3:16:26,424410,General Line Grocery Merchant Wholesalers,,213,HOWELL,DR,SE,,ATLANTA,GA,30317,213 HOWELL DR ATLANTA GA 30317,"213 Howell Dr SE, Atlanta, Georgia, 30316",-84.35118714,33.74798065,FALSE,5,N
LGB-149664-2020,ENDURANZ,,Retail Trade,2025-02-10 15:05:54,424410,General Line Grocery Merchant Wholesalers,,2914,LENOX,RD,NE,#13,ATLANTA,GA,30324,2914 LENOX RD ATLANTA GA 30324,"2914 Lenox Rd NE, Atlanta, Georgia, 30324",-84.35771496,33.834278,FALSE,7,B
LGB-175373-2020,FATHER AND SON SUPPERETTE,,Retail Trade,2025-02-28 23:05:42,424410,General Line Grocery Merchant Wholesalers,,1002,MARTIN,ST,SE,,ATLANTA,GA,30315,1002 MARTIN ST ATLANTA GA 30315,"1002 Martin St SE, Atlanta, Georgia, 30315",-84.38313208,33.72712086,TRUE,District 1,V
LGB-133980-2020,GLOBAL SENSE...A SMART STORE,,Retail Trade,2025-02-24 23:08:10,424410,General Line Grocery Merchant Wholesalers,,2841,GREENBRIAR,PKWY,SW,#N-448,ATLANTA,GA,30331,2841 GREENBRIAR PKWY ATLANTA GA 30331,"2841 Greenbriar Pkwy SW, Atlanta, Georgia, 30331",-84.49571939,33.68661803,TRUE,11,R
LGB-158438-2020,GREEN GROCERY STORE,,Retail Trade,2025-01-22 11:34:46,424410,General Line Grocery Merchant Wholesalers,,1143,JOSEPH E BOONE,BLVD,NW,,ATLANTA,GA,30314,1143 JOSEPH E BOONE BLVD ATLANTA GA 30314,"1143 Joseph E Boone Blvd NW, Atlanta, Georgia, 30314",-84.42487584,33.76355775,TRUE,3,K
LGB-188141-2020,JDS SUMMER HILL VARIETY DELI LLC,,Retail Trade,2025-02-01 15:35:23,424410,General Line Grocery Merchant Wholesalers,,559,MARTIN,ST,SE,,ATLANTA,GA,30312,559 MARTIN ST ATLANTA GA 30312,"559 Martin St SE, Atlanta, Georgia, 30312",-84.3843032,33.73934569,FALSE,District 1,V
LGB-002626-2020,JENKINS SUPERETTE,,Retail Trade,2025-01-30 15:04:41,424410,General Line Grocery Merchant Wholesalers,,2220,JONESBORO,RD,SE,,ATLANTA,GA,30315,2220 JONESBORO RD ATLANTA GA 30315,"2220 Jonesboro Rd SE, Atlanta, Georgia, 30315",-84.36674537,33.69365988,TRUE,1,Z
LGB-008430-2020,K H FOOD STORE ERIN CHANG ENTE,,Retail Trade,2025-01-28 9:06:53,424410,General Line Grocery Merchant Wholesalers,,2817,BANKHEAD,HWY,NW,,ATLANTA,GA,30318,2817 BANKHEAD HWY ATLANTA GA 30318,"2817 Bankhead Ave NW, Atlanta, Georgia, 30318",-84.48027943,33.78030751,TRUE,9,G
LGB-188832-2020,L & C FOOD MART,,Retail Trade,2025-04-01 18:34:17,424410,General Line Grocery Merchant Wholesalers,,1648,MEMORIAL,DR,SE,,ATLANTA,GA,30317,1648 MEMORIAL DR ATLANTA GA 30317,"1648 Memorial Dr SE, Atlanta, Georgia, 30317",-84.33359495,33.74782013,FALSE,District 5,O
LGB-164362-2020,L&L GROCERY STORE,,Retail Trade,2025-02-14 19:14:52,424410,General Line Grocery Merchant Wholesalers,,617,JOSEPH E BOONE,BLVD,NW,,ATLANTA,GA,30314,617 JOSEPH E BOONE BLVD ATLANTA GA 30314,"617 Joseph E Boone Blvd NW, Atlanta, Georgia, 30314",-84.40762224,33.76360171,TRUE,3,L
LGB-173164-2020,LAKEWOOD FOOD MART,,Retail Trade,2025-02-15 18:43:28,424410,General Line Grocery Merchant Wholesalers,,2808,LAKEWOOD,AVE,SW,STE B,ATLANTA,GA,30315,2808 LAKEWOOD AVE ATLANTA GA 30315,"2808 Lakewood Ave SW, Atlanta, Georgia, 30315",-84.41038491,33.69687027,TRUE,District 12,X
LGB-189253-2020,LUCKIE ST GROCERY,,Retail Trade,2025-01-24 15:03:46,424410,General Line Grocery Merchant Wholesalers,,388,LUCKIE,ST,NW,,ATLANTA,GA,30022,388 LUCKIE ST ATLANTA GA 30022,"388 Luckie St NW, Atlanta, Georgia, 30313",-84.39640465,33.76517113,FALSE,District 4,M
LGB-187468-2020,LUCKY 7 FOOD MART,,Retail Trade,2025-01-24 11:04:53,424410,General Line Grocery Merchant Wholesalers,,2610,METROPOLITAN,PKWY,SW,,ATLANTA,GA,30315,2610 METROPOLITAN PKWY ATLANTA GA 30315,"2610 Metropolitan Pkwy SW, Atlanta, Georgia, 30315",-84.40774202,33.683305,TRUE,District 12,X
LGB-189321-2020,MAMI GROCERY DELI,,Retail Trade,2025-01-22 11:35:09,424410,General Line Grocery Merchant Wholesalers,,322,GLENN,ST,SW,,ATLANTA,GA,30312,322 GLENN ST ATLANTA GA 30312,"322 Glenn St SW, Atlanta, Georgia, 30312",-84.3984599,33.73798879,TRUE,District 4,V
GBL-0924-33285,MIA FAMILY GROCERY STORE LLC,,Retail Trade,2025-01-22 11:34:00,424410,General Line Grocery Merchant Wholesalers,,875,METROPOLITAN,Parkway,SW,,ATLANTA,GA,30310,875 METROPOLITAN Parkway Atlanta GA 30310,"875 Metropolitan Pkwy SW, Atlanta, Georgia, 30310",-84.40828986,33.73104623,TRUE,12,V
LGB-188586-2020,MLK FOOD MART,,Retail Trade,2025-02-12 9:04:44,424410,General Line Grocery Merchant Wholesalers,,2460,MARTIN L KING JR,DR,SW,,ATLANTA,GA,30311,2460 MARTIN L KING JR DR ATLANTA GA 30311,"2460 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30311",-84.46762736,33.751918,FALSE,District 10,I
LGB-172138-2020,NORWOOD T & R,,Retail Trade,2025-02-13 17:05:02,424410,General Line Grocery Merchant Wholesalers,,878,NORWOOD,RD,SE,,ATLANTA,GA,30315,878 NORWOOD RD ATLANTA GA 30315,"878 Norwood Rd SE, Atlanta, Georgia, 30315",-84.36083923,33.69720027,TRUE,District 1,Z
LGB-187044-2020,PEACH MART,,Retail Trade,2025-02-14 15:08:37,424410,General Line Grocery Merchant Wholesalers,,218,PEACHTREE,ST,NW,,ATLANTA,GA,30303,218 PEACHTREE ST ATLANTA GA 30303,"218 Peachtree St, Atlanta, Georgia, 30303",-84.38798394,33.75992306,FALSE,District 2,M
LGB-162384-2020,PIGGLY WIGGLY,,Retail Trade,2025-05-21 23:05:18,424410,General Line Grocery Merchant Wholesalers,,1257,MORELAND,AVE,SE,,ATLANTA,GA,30316,1257 MORELAND AVE ATLANTA GA 30316,"1257 Moreland Ave SE, Atlanta, Georgia, 30316",-84.35031089,33.72011627,FALSE,District 1,W
LGB-187525-2020,PUBLIX SUPER MARKET #1647,,Retail Trade,2025-01-16 17:18:45,424410,General Line Grocery Merchant Wholesalers,,905,MEMORIAL,DR,SE,,ATLANTA,GA,30316,905 MEMORIAL DR ATLANTA GA 30316,"905 Memorial Dr SE, Atlanta, Georgia, 30316",-84.3569046,33.74557039,FALSE,District 5,N
LGB-117118-2020,PUBLIX SUPER MARKETS #1010,,Retail Trade,2025-01-16 17:10:37,424410,General Line Grocery Merchant Wholesalers,,1380,ATLANTIC,DR,NW,STE 14135,ATLANTA,GA,30363,1380 ATLANTIC DR ATLANTA GA 30363,"1380 Atlantic Dr NW, Atlanta, Georgia, 30363",-84.39792203,33.79287802,FALSE,3,E
LGB-123075-2020,PUBLIX SUPER MARKETS #1044,,Retail Trade,2025-01-16 17:18:27,424410,General Line Grocery Merchant Wholesalers,,2325,CHESHIRE BRIDGE,RD,NE,,ATLANTA,GA,30324,2325 CHESHIRE BRIDGE RD ATLANTA GA 30324,"2325 Cheshire Bridge Rd NE, Atlanta, Georgia, 30324",-84.3521099,33.81899712,FALSE,6,F
LGB-040972-2020,PUBLIX SUPER MARKETS #282,,Retail Trade,2025-01-16 15:15:15,424410,General Line Grocery Merchant Wholesalers,,2900,PEACHTREE,RD,NW,,ATLANTA,GA,30305,2900 PEACHTREE RD ATLANTA GA 30305,"2900 Peachtree Rd NW, Atlanta, Georgia, 30305",-84.383838,33.83461445,FALSE,8,B
LGB-063322-2020,PUBLIX SUPER MARKETS #599,,Retail Trade,2025-01-16 16:20:36,424410,General Line Grocery Merchant Wholesalers,,1544,PIEDMONT,RD,NE,,ATLANTA,GA,30324,1544 PIEDMONT RD ATLANTA GA 30324,"1544 Piedmont Ave NE, Atlanta, Georgia, 30324",-84.37126976,33.7981895,FALSE,6,F
LGB-079895-2020,PUBLIX SUPER MARKETS #664,,Retail Trade,2025-01-16 15:18:21,424410,General Line Grocery Merchant Wholesalers,,3535,PEACHTREE,RD,NE,,ATLANTA,GA,30326,3535 PEACHTREE RD ATLANTA GA 30326,"3535 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.35977574,33.8510136,FALSE,7,B
LGB-088117-2020,PUBLIX SUPER MARKETS #724,,Retail Trade,2025-01-16 17:05:13,424410,General Line Grocery Merchant Wholesalers,,1001,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30306,1001 PONCE DE LEON AVE ATLANTA GA 30306,"1001 Ponce de Leon Ave NE, Atlanta, Georgia, 30306",-84.35426899,33.77307502,FALSE,2,N
LGB-129170-2020,PUBLIX SUPER MARKETS INC #1119,,Retail Trade,2025-01-16 17:12:52,424410,General Line Grocery Merchant Wholesalers,,2020,HOWELL MILL,RD,NW,,ATLANTA,GA,30318,2020 HOWELL MILL RD ATLANTA GA 30318,"2020 Howell Mill Rd NW, Atlanta, Georgia, 30318",-84.41445014,33.81029959,FALSE,8,C
LGB-178485-2020,PUBLIX SUPER MARKETS INC #1226,,Retail Trade,2025-01-16 17:17:26,424410,General Line Grocery Merchant Wholesalers,,2275,MARIETTA,BLVD,NW,,ATLANTA,GA,30318,2275 MARIETTA BLVD ATLANTA GA 30318,"2275 Marietta Blvd, Atlanta, Georgia, 30318",-84.46431628,33.80589517,TRUE,District 9,G
LGB-089356-2020,"PUBLIX SUPER MARKETS, #776",,Retail Trade,2025-01-16 17:19:04,424410,General Line Grocery Merchant Wholesalers,,595,PIEDMONT,RD,NE,,ATLANTA,GA,30308,595 PIEDMONT RD ATLANTA GA 30308,"595 Piedmont Ave NE, Atlanta, Georgia, 30308",-84.38130994,33.77043199,FALSE,2,M
LGB-177847-2020,PURE FOOD MART,,Retail Trade,2025-01-28 9:05:58,424410,General Line Grocery Merchant Wholesalers,,3015,JONESBORO,RD,SE,,ATLANTA,GA,30354,3015 JONESBORO RD ATLANTA GA 30354,"3015 Jonesboro Rd SE, Atlanta, Georgia, 30354",-84.37253065,33.67221118,TRUE,District 12,Z
LGB-175349-2020,RENZO RODRIQUEZ/RSR GROCERY ST,,Retail Trade,2025-08-08 23:05:57,424410,General Line Grocery Merchant Wholesalers,,2535,CENTER,ST,NW,,ATLANTA,GA,30318,2535 CENTER ST ATLANTA GA 30318,"2535 Center St NW, Atlanta, Georgia, 30318",-84.47120694,33.79031001,TRUE,District 9,G
LGB-163783-2020,SEAN 'S HARVEST MARKET,,Retail Trade,2025-02-16 18:37:07,424410,General Line Grocery Merchant Wholesalers,,500,AMSTERDAM,AVE,NE,#D2,ATLANTA,GA,30306,500 AMSTERDAM AVE ATLANTA GA 30306,"500 Amsterdam Ave NE, Atlanta, Georgia, 30306",-84.36990099,33.78841801,FALSE,6,F
LGB-003850-2020,SEVANANDA NATURAL FOODS MARKET,,Retail Trade,2025-02-11 17:23:24,424410,General Line Grocery Merchant Wholesalers,,467,MORELAND,AVE,NE,,ATLANTA,GA,30307,467 MORELAND AVE ATLANTA GA 30307,"467 Moreland Ave NE, Atlanta, Georgia, 30307",-84.34847702,33.76699499,FALSE,2,N
LGB-181479-2020,SR FOOD & MEAT MART,,Retail Trade,2025-02-06 8:54:08,424410,General Line Grocery Merchant Wholesalers,,2521,DONALD L HOLLOWELL,PKWY,NW,,ATLANTA,GA,30318,2521 DONALD L HOLLOWELL PKWY ATLANTA GA 30318,"2521 Donald Lee Hollowell Pkwy NW, Atlanta, Georgia, 30318",-84.46843211,33.77599012,TRUE,District 9,J
LGB-098916-2020,WHOLE FOODS MARKET,,Retail Trade,2025-02-11 13:08:11,424410,General Line Grocery Merchant Wholesalers,,650,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30308,650 PONCE DE LEON AVE ATLANTA GA 30308,"650 Ponce de Leon Ave NE, Atlanta, Georgia, 30308",-84.36585597,33.77406999,FALSE,6,E
LGB-056308-2019,BUY LOW SUPERMARKET,,Wholesale Trade,2025-01-22 17:04:59,424410,General Line Grocery Merchant Wholesalers,,820,JAMES JACKSON,PKWY,NW,,ATLANTA,GA,30318,820 JAMES JACKSON PKWY ATLANTA GA 30318,"820 James Jackson Pkwy NW, Atlanta, Georgia, 30318",-84.47508684,33.77772727,TRUE,9,G
GBL-0422-12617,Frazie's Meat & Market,,Retail Trade,2025-01-22 15:04:25,445210,Meat Markets,,2030,Main,ST,NW,R-204,ATLANTA,GA,30318,2030 Main ST Atlanta GA 30318,"2030 Main St NW, Atlanta, Georgia, 30318",-84.47188067,33.81115371,FALSE,9,D
GBL-0824-32369,BROTHERS INVESTMENT 2024 LLC,CONLEY FOOD MART,Retail Trade,2025-02-12 9:06:51,445110,Supermarkets and Other Grocery (except Convenience) Stores,,807,CONLEY,Road,SE,,ATLANTA,GA,,807 CONLEY Road Atlanta GA nan,"807 Conley Rd SE, Atlanta, Georgia, 30354",-84.36338532,33.64838063,TRUE,12,Z
GBL-0522-13828,"HANK AARON GROCERY, LLC",HANK AARON GROCERY,Retail Trade,2025-02-04 10:06:48,445110,Supermarkets and Other Grocery (except Convenience) Stores,SE,834 HANK AARON DRIVE,,,,,ATLANTA,GA,30315,834 HANK AARON DRIVE nan nan ATLANTA GA 30315,"834 Hank Aaron Dr SE, Atlanta, Georgia, 30315",-84.3876552,33.7320386,FALSE,1,V
LGB-013898-2020,MORGAN'S GROCERY,MORGAN'S GROCERY,Retail Trade,2025-02-03 13:35:01,445110,Supermarkets and Other Grocery (except Convenience) Stores,,568,ENGLISH,AVE,NW,,ATLANTA,GA,30318,568 ENGLISH AVE ATLANTA GA 30318,"568 English Ave NW, Atlanta, Georgia, 30318",-84.41361262,33.77025216,TRUE,3,L
GBL-0622-14209,NEIGHBORHOOD 2070 INC,NEIGHBORHOOD GROCERY,Retail Trade,2025-01-29 9:35:37,445110,Supermarkets and Other Grocery (except Convenience) Stores,,2070 ALISON CT SW,,,,,ATLANTA,GA,30311,2070 ALISON CT SW nan nan ATLANTA GA 30311,"2070 Alison Ct SW, Atlanta, Georgia, 30311",-84.45647164,33.70038514,TRUE,11,R
GBL-0722-15034,"Midtown Pantry, LLC",O4W Town Pantry,Retail Trade,2025-02-14 11:06:33,445110,Supermarkets and Other Grocery (except Convenience) Stores,,536 Decatur,,ST,SE,,ATLANTA,GA,30312,536 Decatur nan ST Atlanta GA 30312,"536 Decatur St SE, Atlanta, Georgia, 30312",-84.37012739,33.75209164,FALSE,2,M
GBL-0323-19981,"Publix Super Markets, Inc.","Publix Super Markets, Inc. #1825",Retail Trade,2025-01-16 17:18:38,445110,Supermarkets and Other Grocery (except Convenience) Stores,,572 Hank Aaron,,DR,SE,,ATLANTA,GA,303122896,572 Hank Aaron nan DR Atlanta GA 303122896,"572 Hank Aaron Dr SE, Atlanta, Georgia, 30312",-84.38706218,33.73885104,FALSE,1,V
GBL-0724-31960,"Publix Super Markets, Inc.","Publix Super Markets, Inc. #1867",Retail Trade,2025-01-21 15:31:53,445110,Supermarkets and Other Grocery (except Convenience) Stores,,3330 Piedmont,,RD,NE,Suite 16,ATLANTA,GA,30305,3330 Piedmont nan RD Atlanta GA 30305,"3330 Piedmont Rd NE, Atlanta, Georgia, 30305",-84.37397217,33.84615025,FALSE,7,B
GBL-0721-04703,"MSTD Management, LLC",Savi Provisions Inman Park,Retail Trade,2025-03-29 1:04:27,445110,Supermarkets and Other Grocery (except Convenience) Stores,,287,ELIZABETH,ST,NE,,ATLANTA,GA,,287 ELIZABETH ST Atlanta GA nan,"287 Elizabeth St NE, Atlanta, Georgia, 30307",-84.35781915,33.76234036,FALSE,District 2,N
LGB-117212-2020,"WHOLE FOODS  MARKET GROUP, INC",WHOLE FOODS MARKET,Retail Trade,2025-02-11 13:06:12,445110,Supermarkets and Other Grocery (except Convenience) Stores,,77,W PACES FERRY,RD,NW,STE A,ATLANTA,GA,30305,77 W PACES FERRY RD ATLANTA GA 30305,"77 W Paces Ferry Rd NW, Atlanta, Georgia, 30305",-84.3819286,33.84063861,FALSE,8,B
GBL-0625-41075,Mawa African market LLC,,Accommodation and Food Services,2025-07-01 10:32:59,445110,Supermarkets and Other Grocery (except Convenience) Stores,,1830,Piedmont,AVE,NE,Suite G,ATLANTA,GA,30324,1830 Piedmont AVE Atlanta GA 30324,"1830 Piedmont Ave NE, Atlanta, Georgia, 30324",-84.367845,33.805739,FALSE,District 6,F
GBL-0322-10990,12 Hours LLC,,Retail Trade,2025-02-15 19:07:22,445110,Supermarkets and Other Grocery (except Convenience) Stores,,387 Cleveland Ave Sw,STE 2,,,,ATLANTA,GA,30315,387 Cleveland Ave Sw STE 2 nan Atlanta GA 30315,"387 Cleveland Ave SW, Suite 2, Atlanta, Georgia, 30315",-84.4021543,33.681607,TRUE,12,X
GBL-1023-23851,MD STORE LLC,,Retail Trade,2025-02-13 9:13:20,445110,Supermarkets and Other Grocery (except Convenience) Stores,SW,812 RALPH DAVID ABERNATHY,,BLVD,SW,,ATLANTA,GA,30310,812 RALPH DAVID ABERNATHY  nan BLVD ATLANTA GA 30310,"812 Ralph David Abernathy Blvd SW, Atlanta, Georgia, 30310",-84.41442482,33.73805186,FALSE,4,T
GBL-0222-09794,"Simply Organic Market, Inc.",,Retail Trade,2025-02-13 16:03:58,445110,Supermarkets and Other Grocery (except Convenience) Stores,,759 Dill Avenue,,,,,ATLANTA,GA,30310,759 Dill Avenue nan nan Atlanta GA 30310,"759 Dill Ave SW, Atlanta, Georgia, 30310",-84.41266697,33.71843301,TRUE,12,X
GBL-0721-04703,"MSTD Management, LLC",Savi Provisions Inman Park,Retail Trade,2025-03-29 01:04:27,445110,Supermarkets and Other Grocery (except Convenience) Stores ,,287,ELIZABETH,ST,NE,,ATLANTA,GA,,287 ELIZABETH ST Atlanta GA nan,"287 Elizabeth St NE, Atlanta, Georgia, 30307",-84.35781915,33.76234036,FALSE,District 2,N